市场代码,合约代码,Date,最新,持仓,增仓,成交额,Volume,开仓,平仓,成交类型,方向,买一价,Close,买一量,卖一量
DC,a2403,2024-01-26 21:22:41.239,4690.0000,184758,2,234500.0000,5,3,2,多开,B,4689.0000,4690.0000,19,23
DC,a2403,2024-01-26 21:22:42.360,4690.0000,184759,1,46900.0000,1,1,0,双开,B,4689.0000,4690.0000,21,22
DC,a2403,2024-01-26 21:22:44.207,4690.0000,184759,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,31,7
DC,a2403,2024-01-26 21:22:44.627,4690.0000,184760,1,93800.0000,2,1,1,多开,B,4689.0000,4690.0000,30,6
DC,a2403,2024-01-26 21:22:45.739,4690.0000,184758,-2,234500.0000,5,1,4,空平,B,4689.0000,4690.0000,43,1
DC,a2403,2024-01-26 21:22:46.239,4690.0000,184759,1,46900.0000,1,1,0,双开,B,4689.0000,4691.0000,43,68
DC,a2403,2024-01-26 21:22:47.239,4689.0000,184758,-1,468910.0000,10,4,6,多平,S,4689.0000,4690.0000,46,3
DC,a2403,2024-01-26 21:22:48.247,4689.0000,184753,-5,234450.0000,5,0,5,双平,S,4689.0000,4690.0000,42,4
DC,a2403,2024-01-26 21:22:48.918,4690.0000,184752,-1,93800.0000,2,0,2,空平,B,4689.0000,4690.0000,42,2
DC,a2403,2024-01-26 21:22:49.984,4689.0000,184743,-9,468910.0000,10,0,10,多平,S,4689.0000,4691.0000,36,68
DC,a2403,2024-01-26 21:22:51.967,4689.0000,184738,-5,234450.0000,5,0,5,双平,S,4689.0000,4690.0000,27,18
DC,a2403,2024-01-26 21:22:52.239,4690.0000,184738,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,26,17
DC,a2403,2024-01-26 21:22:52.740,4689.0000,184734,-4,234450.0000,5,0,5,多平,S,4689.0000,4690.0000,13,17
DC,a2403,2024-01-26 21:22:53.386,4690.0000,184735,1,93800.0000,2,1,1,多开,B,4689.0000,4690.0000,13,18
DC,a2403,2024-01-26 21:22:53.982,4690.0000,184732,-3,187600.0000,4,0,4,空平,B,4689.0000,4690.0000,13,15
DC,a2403,2024-01-26 21:22:55.536,4690.0000,184732,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,15,14
DC,a2403,2024-01-26 21:22:56.437,4690.0000,184732,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,17,13
DC,a2403,2024-01-26 21:22:57.483,4690.0000,184731,-1,46900.0000,1,0,1,双平,B,4689.0000,4690.0000,23,13
DC,a2403,2024-01-26 21:22:58.240,4690.0000,184735,4,984900.0000,21,12,9,多开,B,4689.0000,4691.0000,39,75
DC,a2403,2024-01-26 21:22:58.803,4689.0000,184729,-6,281340.0000,6,0,6,双平,S,4689.0000,4690.0000,34,12
DC,a2403,2024-01-26 21:22:59.362,4690.0000,184729,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,33,14
DC,a2403,2024-01-26 21:23:01.944,4689.0000,184728,-1,187590.0000,4,1,3,多平,S,4689.0000,4690.0000,62,2
DC,a2403,2024-01-26 21:23:02.112,4689.0000,184728,0,187560.0000,4,2,2,多换,S,4689.0000,4690.0000,62,3
DC,a2403,2024-01-26 21:23:03.679,4690.0000,184728,0,46900.0000,1,0,1,空换,B,4689.0000,4690.0000,65,3
DC,a2403,2024-01-26 21:23:04.244,4690.0000,184732,4,187600.0000,4,4,0,双开,S,4690.0000,4691.0000,3,81
DC,a2403,2024-01-26 21:23:04.741,4690.0000,184731,-1,46900.0000,1,0,1,双平,S,4690.0000,4691.0000,8,68
DC,a2403,2024-01-26 21:23:05.239,4691.0000,184730,-1,46910.0000,1,0,1,双平,B,4690.0000,4691.0000,14,67
DC,a2403,2024-01-26 21:23:07.371,4690.0000,184726,-4,281430.0000,6,1,5,多平,S,4690.0000,4691.0000,11,64
DC,a2403,2024-01-26 21:23:08.970,4690.0000,184725,-1,46900.0000,1,0,1,双平,S,4690.0000,4691.0000,17,69
DC,a2403,2024-01-26 21:23:09.313,4691.0000,184720,-5,281410.0000,6,0,6,空平,B,4690.0000,4691.0000,12,68
DC,a2403,2024-01-26 21:23:10.739,4691.0000,184720,0,281460.0000,6,3,3,空换,B,4690.0000,4691.0000,29,61
DC,a2403,2024-01-26 21:23:11.818,4691.0000,184720,0,93810.0000,2,1,1,空换,B,4690.0000,4691.0000,42,57
DC,a2403,2024-01-26 21:23:12.067,4691.0000,184719,-1,46910.0000,1,0,1,双平,B,4690.0000,4691.0000,42,56
DC,a2403,2024-01-26 21:23:13.281,4690.0000,184718,-1,46900.0000,1,0,1,双平,S,4690.0000,4691.0000,41,55
DC,a2403,2024-01-26 21:23:13.951,4691.0000,184713,-5,281410.0000,6,0,6,空平,B,4690.0000,4691.0000,36,54
DC,a2403,2024-01-26 21:23:14.467,4691.0000,184715,2,1501110.0000,32,17,15,多开,B,4690.0000,4691.0000,38,26
DC,a2403,2024-01-26 21:23:14.489,4691.0000,184714,-1,46910.0000,1,0,1,双平,B,4690.0000,4691.0000,39,25
DC,a2403,2024-01-26 21:23:15.828,4691.0000,184714,0,140710.0000,3,1,2,空换,B,4690.0000,4691.0000,60,24
DC,a2403,2024-01-26 21:23:16.740,4691.0000,184722,8,1594940.0000,34,21,13,空开,S,4691.0000,4692.0000,6,180
DC,a2403,2024-01-26 21:23:17.461,4691.0000,184723,1,328370.0000,7,4,3,空开,S,4691.0000,4692.0000,10,174
DC,a2403,2024-01-26 21:23:18.271,4691.0000,184723,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,12,174
DC,a2403,2024-01-26 21:23:18.974,4691.0000,184723,0,93820.0000,2,1,1,多换,S,4691.0000,4692.0000,11,174
DC,a2403,2024-01-26 21:23:19.385,4692.0000,184722,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,14,174
DC,a2403,2024-01-26 21:23:19.566,4692.0000,184721,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,14,173
DC,a2403,2024-01-26 21:23:20.355,4692.0000,184721,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,16,172
DC,a2403,2024-01-26 21:23:20.607,4692.0000,184721,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,18,171
DC,a2403,2024-01-26 21:23:21.413,4692.0000,184718,-3,140760.0000,3,0,3,双平,B,4691.0000,4692.0000,18,168
DC,a2403,2024-01-26 21:23:22.240,4691.0000,184708,-10,844380.0000,18,4,14,空平,B,4690.0000,4691.0000,60,11
DC,a2403,2024-01-26 21:23:22.987,4691.0000,184705,-3,140730.0000,3,0,3,双平,B,4690.0000,4691.0000,60,9
DC,a2403,2024-01-26 21:23:23.270,4691.0000,184703,-2,938290.0000,20,9,11,多平,S,4691.0000,4692.0000,18,159
DC,a2403,2024-01-26 21:23:23.895,4691.0000,184702,-1,422190.0000,9,4,5,空平,B,4690.0000,4691.0000,61,1
DC,a2403,2024-01-26 21:23:24.421,4691.0000,184701,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,5,164
DC,a2403,2024-01-26 21:23:24.913,4691.0000,184699,-2,93820.0000,2,0,2,双平,S,4691.0000,4692.0000,3,160
DC,a2403,2024-01-26 21:23:26.762,4692.0000,184699,0,375360.0000,8,4,4,空换,B,4691.0000,4692.0000,5,152
DC,a2403,2024-01-26 21:23:27.240,4691.0000,184698,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,15,150
DC,a2403,2024-01-26 21:23:28.487,4692.0000,184696,-2,93840.0000,2,0,2,双平,B,4691.0000,4692.0000,18,142
DC,a2403,2024-01-26 21:23:29.915,4692.0000,184692,-4,516020.0000,11,3,8,空平,B,4691.0000,4692.0000,10,140
DC,a2403,2024-01-26 21:23:30.485,4692.0000,184690,-2,985180.0000,21,9,12,空平,B,4690.0000,4692.0000,41,139
DC,a2403,2024-01-26 21:23:30.899,4692.0000,184682,-8,375360.0000,8,0,8,双平,B,4691.0000,4692.0000,8,134
DC,a2403,2024-01-26 21:23:31.240,4692.0000,184678,-4,187680.0000,4,0,4,双平,B,4691.0000,4692.0000,26,129
DC,a2403,2024-01-26 21:23:32.413,4692.0000,184672,-6,281520.0000,6,0,6,双平,B,4691.0000,4692.0000,26,116
DC,a2403,2024-01-26 21:23:34.320,4692.0000,184671,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,37,115
DC,a2403,2024-01-26 21:23:34.627,4692.0000,184671,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,37,114
DC,a2403,2024-01-26 21:23:35.370,4692.0000,184670,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,37,113
DC,a2403,2024-01-26 21:23:35.915,4692.0000,184670,0,328380.0000,7,3,4,空换,B,4691.0000,4692.0000,34,112
DC,a2403,2024-01-26 21:23:37.387,4691.0000,184673,3,234550.0000,5,4,1,空开,S,4691.0000,4692.0000,35,111
DC,a2403,2024-01-26 21:23:38.783,4692.0000,184672,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,37,110
DC,a2403,2024-01-26 21:23:39.739,4692.0000,184672,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,38,109
DC,a2403,2024-01-26 21:23:40.527,4692.0000,184670,-2,140740.0000,3,0,3,空平,B,4691.0000,4692.0000,36,108
DC,a2403,2024-01-26 21:23:41.386,4692.0000,184670,0,234600.0000,5,2,3,空换,B,4691.0000,4692.0000,36,103
DC,a2403,2024-01-26 21:23:42.263,4691.0000,184668,-2,93820.0000,2,0,2,双平,S,4691.0000,4692.0000,34,103
DC,a2403,2024-01-26 21:23:42.833,4691.0000,184667,-1,797480.0000,17,8,9,多平,S,4691.0000,4692.0000,18,108
DC,a2403,2024-01-26 21:23:43.253,4691.0000,184653,-14,844380.0000,18,2,16,空平,B,4690.0000,4691.0000,55,3
DC,a2403,2024-01-26 21:23:43.924,4691.0000,184652,-1,46910.0000,1,0,1,双平,B,4690.0000,4691.0000,51,8
DC,a2403,2024-01-26 21:23:46.265,4691.0000,184650,-2,93820.0000,2,0,2,双平,B,4690.0000,4691.0000,51,6
DC,a2403,2024-01-26 21:23:46.876,4691.0000,184651,1,46910.0000,1,1,0,双开,B,4690.0000,4691.0000,53,6
DC,a2403,2024-01-26 21:23:48.410,4691.0000,184652,1,46910.0000,1,1,0,双开,B,4690.0000,4691.0000,52,5
DC,a2403,2024-01-26 21:23:49.404,4691.0000,184652,0,46910.0000,1,0,1,空换,B,4690.0000,4691.0000,59,5
DC,a2403,2024-01-26 21:23:51.336,4691.0000,184656,4,234550.0000,5,4,1,空开,S,4691.0000,4692.0000,9,115
DC,a2403,2024-01-26 21:23:51.489,4691.0000,184656,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,8,111
DC,a2403,2024-01-26 21:23:53.388,4692.0000,184655,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,9,110
DC,a2403,2024-01-26 21:23:53.977,4691.0000,184655,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,28,110
DC,a2403,2024-01-26 21:23:56.800,4692.0000,184654,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,32,113
DC,a2403,2024-01-26 21:23:57.964,4692.0000,184654,0,187680.0000,4,2,2,空换,B,4691.0000,4692.0000,32,109
DC,a2403,2024-01-26 21:23:59.764,4692.0000,184653,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,34,107
DC,a2403,2024-01-26 21:24:00.488,4692.0000,184646,-7,328440.0000,7,0,7,双平,B,4691.0000,4692.0000,34,100
DC,a2403,2024-01-26 21:24:03.438,4692.0000,184647,1,140740.0000,3,2,1,多开,B,4691.0000,4692.0000,47,95
DC,a2403,2024-01-26 21:24:03.749,4692.0000,184646,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,47,97
DC,a2403,2024-01-26 21:24:04.975,4692.0000,184645,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,48,97
DC,a2403,2024-01-26 21:24:09.348,4691.0000,184645,0,281460.0000,6,3,3,多换,S,4691.0000,4692.0000,44,108
DC,a2403,2024-01-26 21:24:09.803,4691.0000,184647,2,93820.0000,2,2,0,双开,S,4691.0000,4692.0000,42,116
DC,a2403,2024-01-26 21:24:10.829,4692.0000,184646,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,41,115
DC,a2403,2024-01-26 21:24:12.470,4692.0000,184644,-2,187670.0000,4,1,3,空平,B,4691.0000,4692.0000,40,114
DC,a2403,2024-01-26 21:24:12.958,4692.0000,184641,-3,375360.0000,8,2,6,空平,B,4691.0000,4692.0000,41,106
DC,a2403,2024-01-26 21:24:13.947,4691.0000,184647,6,281460.0000,6,6,0,双开,S,4691.0000,4692.0000,35,101
DC,a2403,2024-01-26 21:24:14.480,4692.0000,184647,0,93840.0000,2,1,1,空换,B,4691.0000,4692.0000,37,105
DC,a2403,2024-01-26 21:24:15.509,4692.0000,184646,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,37,105
DC,a2403,2024-01-26 21:24:17.473,4692.0000,184645,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,42,104
DC,a2403,2024-01-26 21:24:19.829,4692.0000,184643,-2,93840.0000,2,0,2,双平,B,4691.0000,4692.0000,45,105
DC,a2403,2024-01-26 21:24:20.149,4691.0000,184636,-7,516010.0000,11,2,9,多平,S,4691.0000,4692.0000,34,105
DC,a2403,2024-01-26 21:24:20.953,4691.0000,184635,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,33,105
DC,a2403,2024-01-26 21:24:21.327,4692.0000,184630,-5,281480.0000,6,0,6,空平,B,4691.0000,4692.0000,36,104
DC,a2403,2024-01-26 21:24:22.278,4691.0000,184629,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,38,104
DC,a2403,2024-01-26 21:24:23.588,4691.0000,184627,-2,93820.0000,2,0,2,双平,S,4691.0000,4692.0000,37,104
DC,a2403,2024-01-26 21:24:24.460,4691.0000,184626,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,41,104
DC,a2403,2024-01-26 21:24:24.841,4692.0000,184621,-5,281510.0000,6,0,6,空平,B,4691.0000,4692.0000,43,99
DC,a2403,2024-01-26 21:24:25.328,4692.0000,184618,-3,140760.0000,3,0,3,双平,B,4691.0000,4692.0000,42,96
DC,a2403,2024-01-26 21:24:25.890,4691.0000,184617,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,41,96
DC,a2403,2024-01-26 21:24:26.338,4691.0000,184590,-27,1876410.0000,40,6,34,多平,S,4691.0000,4692.0000,2,100
DC,a2403,2024-01-26 21:24:27.208,4691.0000,184589,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,2,102
DC,a2403,2024-01-26 21:24:27.970,4691.0000,184588,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,1,102
DC,a2403,2024-01-26 21:24:28.486,4692.0000,184587,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,1,101
DC,a2403,2024-01-26 21:24:31.315,4691.0000,184586,-1,46910.0000,1,0,1,双平,S,4691.0000,4692.0000,6,101
DC,a2403,2024-01-26 21:24:31.883,4692.0000,184585,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,7,100
DC,a2403,2024-01-26 21:24:32.449,4692.0000,184584,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,7,99
DC,a2403,2024-01-26 21:24:33.244,4691.0000,184584,0,140730.0000,3,1,2,多换,S,4691.0000,4692.0000,4,101
DC,a2403,2024-01-26 21:24:33.739,4691.0000,184584,0,140730.0000,3,1,2,多换,S,4691.0000,4692.0000,1,101
DC,a2403,2024-01-26 21:24:34.465,4691.0000,184580,-4,234550.0000,5,0,5,空平,B,4690.0000,4692.0000,58,101
DC,a2403,2024-01-26 21:24:34.978,4691.0000,184579,-1,46910.0000,1,0,1,双平,B,4690.0000,4691.0000,53,4
DC,a2403,2024-01-26 21:24:35.743,4691.0000,184579,0,187640.0000,4,2,2,空换,B,4690.0000,4691.0000,53,7
DC,a2403,2024-01-26 21:24:37.796,4691.0000,184585,6,328370.0000,7,6,1,空开,S,4691.0000,4692.0000,3,99
DC,a2403,2024-01-26 21:24:38.747,4691.0000,184587,2,93820.0000,2,2,0,双开,S,4691.0000,4692.0000,16,86
DC,a2403,2024-01-26 21:24:39.959,4692.0000,184586,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,17,84
DC,a2403,2024-01-26 21:24:40.260,4691.0000,184586,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,20,84
DC,a2403,2024-01-26 21:24:42.376,4692.0000,184585,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,21,83
DC,a2403,2024-01-26 21:24:42.938,4692.0000,184584,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,22,82
DC,a2403,2024-01-26 21:24:43.739,4691.0000,184584,0,281510.0000,6,3,3,多换,S,4691.0000,4692.0000,22,76
DC,a2403,2024-01-26 21:24:45.364,4691.0000,184584,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,40,77
DC,a2403,2024-01-26 21:24:45.920,4692.0000,184586,2,187650.0000,4,3,1,多开,B,4691.0000,4692.0000,36,76
DC,a2403,2024-01-26 21:24:46.374,4692.0000,184585,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,39,85
DC,a2403,2024-01-26 21:24:47.932,4691.0000,184588,3,140730.0000,3,3,0,双开,S,4691.0000,4692.0000,39,85
DC,a2403,2024-01-26 21:24:48.947,4691.0000,184588,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,38,85
DC,a2403,2024-01-26 21:24:49.165,4692.0000,184587,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,38,84
DC,a2403,2024-01-26 21:24:50.211,4692.0000,184587,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,37,83
DC,a2403,2024-01-26 21:24:54.378,4691.0000,184587,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,38,87
DC,a2403,2024-01-26 21:24:56.239,4691.0000,184584,-3,234550.0000,5,1,4,多平,S,4691.0000,4692.0000,30,94
DC,a2403,2024-01-26 21:24:56.557,4691.0000,184584,0,93830.0000,2,1,1,多换,S,4691.0000,4692.0000,28,93
DC,a2403,2024-01-26 21:24:57.302,4691.0000,184582,-2,93830.0000,2,0,2,双平,S,4691.0000,4692.0000,27,92
DC,a2403,2024-01-26 21:24:59.466,4691.0000,184582,0,187640.0000,4,2,2,多换,S,4691.0000,4692.0000,26,93
DC,a2403,2024-01-26 21:24:59.723,4692.0000,184581,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,26,93
DC,a2403,2024-01-26 21:25:01.792,4692.0000,184613,32,4504310.0000,96,64,32,空开,S,4692.0000,4693.0000,3,78
DC,a2403,2024-01-26 21:25:02.398,4693.0000,184612,-1,140790.0000,3,1,2,空平,B,4692.0000,4693.0000,33,69
DC,a2403,2024-01-26 21:25:02.846,4692.0000,184612,0,93840.0000,2,1,1,多换,S,4692.0000,4693.0000,34,71
DC,a2403,2024-01-26 21:25:03.306,4693.0000,184613,1,140780.0000,3,2,1,多开,B,4692.0000,4693.0000,39,69
DC,a2403,2024-01-26 21:25:03.896,4692.0000,184612,-1,46920.0000,1,0,1,双平,S,4692.0000,4693.0000,38,75
DC,a2403,2024-01-26 21:25:04.264,4692.0000,184613,1,140760.0000,3,2,1,空开,S,4692.0000,4693.0000,34,74
DC,a2403,2024-01-26 21:25:05.749,4692.0000,184613,0,234600.0000,5,2,3,多换,S,4692.0000,4693.0000,28,77
DC,a2403,2024-01-26 21:25:06.915,4693.0000,184613,0,93860.0000,2,1,1,空换,B,4692.0000,4693.0000,41,73
DC,a2403,2024-01-26 21:25:07.355,4693.0000,184613,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,41,74
DC,a2403,2024-01-26 21:25:07.960,4693.0000,184613,0,93860.0000,2,1,1,空换,B,4692.0000,4693.0000,41,76
DC,a2403,2024-01-26 21:25:08.460,4692.0000,184612,-1,93850.0000,2,0,2,多平,S,4692.0000,4693.0000,42,77
DC,a2403,2024-01-26 21:25:08.965,4692.0000,184607,-5,234600.0000,5,0,5,双平,S,4692.0000,4693.0000,26,87
DC,a2403,2024-01-26 21:25:10.751,4693.0000,184609,2,93860.0000,2,2,0,双开,B,4692.0000,4693.0000,33,85
DC,a2403,2024-01-26 21:25:12.273,4692.0000,184605,-4,187680.0000,4,0,4,双平,S,4692.0000,4693.0000,29,85
DC,a2403,2024-01-26 21:25:12.595,4692.0000,184605,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,29,86
DC,a2403,2024-01-26 21:25:13.378,4692.0000,184603,-2,93840.0000,2,0,2,双平,S,4692.0000,4693.0000,30,86
DC,a2403,2024-01-26 21:25:13.673,4693.0000,184603,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,32,85
DC,a2403,2024-01-26 21:25:14.046,4692.0000,184603,0,46920.0000,1,0,1,多换,S,4692.0000,4693.0000,31,85
DC,a2403,2024-01-26 21:25:16.409,4693.0000,184603,0,140790.0000,3,1,2,空换,B,4692.0000,4693.0000,47,92
DC,a2403,2024-01-26 21:25:16.774,4692.0000,184586,-17,797640.0000,17,0,17,双平,S,4692.0000,4693.0000,30,92
DC,a2403,2024-01-26 21:25:17.240,4692.0000,184585,-1,46920.0000,1,0,1,双平,S,4692.0000,4693.0000,33,92
DC,a2403,2024-01-26 21:25:23.977,4692.0000,184584,-1,140760.0000,3,1,2,多平,S,4692.0000,4693.0000,35,115
DC,a2403,2024-01-26 21:25:25.239,4692.0000,184579,-5,234600.0000,5,0,5,双平,S,4692.0000,4693.0000,32,116
DC,a2403,2024-01-26 21:25:25.586,4692.0000,184579,0,140760.0000,3,1,2,多换,S,4692.0000,4693.0000,29,116
DC,a2403,2024-01-26 21:25:26.345,4693.0000,184580,1,46930.0000,1,1,0,双开,B,4692.0000,4693.0000,29,115
DC,a2403,2024-01-26 21:25:27.211,4693.0000,184580,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,29,114
DC,a2403,2024-01-26 21:25:27.643,4693.0000,184580,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,29,113
DC,a2403,2024-01-26 21:25:28.484,4693.0000,184580,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,31,113
DC,a2403,2024-01-26 21:25:28.812,4692.0000,184579,-1,46920.0000,1,0,1,双平,S,4692.0000,4693.0000,30,113
DC,a2403,2024-01-26 21:25:29.485,4693.0000,184578,-1,93850.0000,2,0,2,空平,B,4692.0000,4693.0000,30,112
DC,a2403,2024-01-26 21:25:29.739,4693.0000,184583,5,469300.0000,10,7,3,多开,B,4692.0000,4693.0000,30,102
DC,a2403,2024-01-26 21:25:30.667,4692.0000,184583,0,187680.0000,4,2,2,多换,S,4692.0000,4693.0000,30,102
DC,a2403,2024-01-26 21:25:32.410,4692.0000,184583,0,1689120.0000,36,18,18,空换,B,4691.0000,4692.0000,35,3
DC,a2403,2024-01-26 21:25:33.429,4692.0000,184582,-1,46920.0000,1,0,1,双平,B,4691.0000,4692.0000,35,31
DC,a2403,2024-01-26 21:25:33.892,4692.0000,184582,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,31,45
DC,a2403,2024-01-26 21:25:35.790,4691.0000,184582,0,891290.0000,19,9,10,空换,B,4690.0000,4691.0000,264,8
DC,a2403,2024-01-26 21:25:37.477,4691.0000,184587,5,1078930.0000,23,14,9,空开,S,4691.0000,4692.0000,78,227
DC,a2403,2024-01-26 21:25:38.380,4692.0000,184587,0,93830.0000,2,1,1,空换,B,4691.0000,4692.0000,77,230
DC,a2403,2024-01-26 21:25:39.273,4691.0000,184590,3,140730.0000,3,3,0,双开,S,4691.0000,4692.0000,74,430
DC,a2403,2024-01-26 21:25:39.788,4692.0000,184592,2,93830.0000,2,2,0,双开,B,4691.0000,4692.0000,73,439
DC,a2403,2024-01-26 21:25:41.167,4691.0000,184592,0,187640.0000,4,2,2,多换,S,4691.0000,4692.0000,77,440
DC,a2403,2024-01-26 21:25:43.280,4691.0000,184593,1,46910.0000,1,1,0,双开,S,4691.0000,4692.0000,94,641
DC,a2403,2024-01-26 21:25:43.739,4691.0000,184597,4,656870.0000,14,9,5,空开,S,4691.0000,4692.0000,94,627
DC,a2403,2024-01-26 21:25:45.273,4691.0000,184598,1,46910.0000,1,1,0,双开,S,4691.0000,4692.0000,101,628
DC,a2403,2024-01-26 21:25:45.815,4692.0000,184598,0,46920.0000,1,0,1,空换,B,4691.0000,4692.0000,101,627
DC,a2403,2024-01-26 21:25:46.311,4691.0000,184607,9,562920.0000,12,10,2,空开,S,4691.0000,4692.0000,93,627
DC,a2403,2024-01-26 21:25:46.877,4691.0000,184607,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,92,627
DC,a2403,2024-01-26 21:25:48.407,4691.0000,184609,2,93820.0000,2,2,0,双开,S,4691.0000,4692.0000,88,827
DC,a2403,2024-01-26 21:25:48.934,4691.0000,184611,2,93820.0000,2,2,0,双开,S,4691.0000,4692.0000,89,827
DC,a2403,2024-01-26 21:25:50.280,4691.0000,184616,5,328370.0000,7,6,1,空开,S,4691.0000,4692.0000,83,1027
DC,a2403,2024-01-26 21:25:50.991,4691.0000,184620,4,187640.0000,4,4,0,双开,S,4691.0000,4692.0000,85,1028
DC,a2403,2024-01-26 21:25:52.477,4691.0000,184620,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,84,1028
DC,a2403,2024-01-26 21:25:52.984,4691.0000,184621,1,93820.0000,2,1,1,空开,S,4691.0000,4692.0000,83,1028
DC,a2403,2024-01-26 21:25:53.554,4691.0000,184621,0,46910.0000,1,0,1,多换,S,4691.0000,4692.0000,84,1029
DC,a2403,2024-01-26 21:25:54.418,4691.0000,184622,1,46910.0000,1,1,0,双开,S,4691.0000,4692.0000,124,1029
DC,a2403,2024-01-26 21:25:55.875,4692.0000,184619,-3,1829890.0000,39,18,21,多平,S,4692.0000,4693.0000,25,59
DC,a2403,2024-01-26 21:25:57.740,4692.0000,184623,4,187680.0000,4,4,0,双开,S,4692.0000,4693.0000,23,54
DC,a2403,2024-01-26 21:25:59.422,4693.0000,184623,0,46930.0000,1,0,1,空换,B,4692.0000,4693.0000,28,53
DC,a2403,2024-01-26 21:25:59.769,4692.0000,184623,0,93840.0000,2,1,1,多换,S,4692.0000,4693.0000,27,52
DC,a2403,2024-01-26 21:26:00.382,4693.0000,184624,1,46930.0000,1,1,0,双开,B,4692.0000,4693.0000,29,51
DC,a2403,2024-01-26 21:26:00.830,4693.0000,184626,2,140770.0000,3,2,1,多开,B,4692.0000,4693.0000,33,55
DC,a2403,2024-01-26 21:26:01.972,4693.0000,184631,5,1877200.0000,40,22,18,多开,B,4692.0000,4693.0000,45,10
DC,a2403,2024-01-26 21:26:02.453,4693.0000,184626,-5,563160.0000,12,3,9,多平,S,4693.0000,4694.0000,4,76
DC,a2403,2024-01-26 21:26:02.913,4693.0000,184620,-6,469300.0000,10,2,8,多平,S,4693.0000,4694.0000,5,78
DC,a2403,2024-01-26 21:26:03.393,4692.0000,184632,12,1266940.0000,27,19,8,空开,S,4692.0000,4693.0000,14,3
DC,a2403,2024-01-26 21:26:03.920,4692.0000,184633,1,46920.0000,1,1,0,双开,S,4692.0000,4693.0000,39,14
DC,a2403,2024-01-26 21:26:05.880,4693.0000,184632,-1,46930.0000,1,0,1,双平,B,4692.0000,4693.0000,41,20
DC,a2403,2024-01-26 21:26:06.252,4692.0000,184643,11,938400.0000,20,15,5,空开,S,4692.0000,4693.0000,25,37
DC,a2403,2024-01-26 21:26:06.740,4693.0000,184641,-2,469300.0000,10,4,6,空平,B,4692.0000,4693.0000,228,29
