市场代码,合约代码,Date,最新,持仓,增仓,成交额,Volume,开仓,平仓,成交类型,方向,买一价,Close,买一量,卖一量
DC,a2403,2024-01-29 10:06:55.108,4655.0000,188269,0,46550.0000,1,0,1,空换,B,4654.0000,4655.0000,37,9
DC,a2403,2024-01-29 10:06:55.641,4654.0000,188270,1,46540.0000,1,1,0,双开,S,4654.0000,4655.0000,36,9
DC,a2403,2024-01-29 10:06:59.605,4655.0000,188269,-1,46550.0000,1,0,1,双平,B,4654.0000,4655.0000,36,8
DC,a2403,2024-01-29 10:07:00.674,4654.0000,188270,1,46540.0000,1,1,0,双开,S,4654.0000,4655.0000,32,23
DC,a2403,2024-01-29 10:07:11.169,4654.0000,188271,1,46540.0000,1,1,0,双开,S,4654.0000,4655.0000,31,28
DC,a2403,2024-01-29 10:07:25.304,4654.0000,188274,3,139640.0000,3,3,0,双开,S,4654.0000,4655.0000,40,14
DC,a2403,2024-01-29 10:07:25.779,4655.0000,188274,0,46550.0000,1,0,1,空换,B,4654.0000,4655.0000,40,13
DC,a2403,2024-01-29 10:07:27.229,4655.0000,188269,-5,512050.0000,11,3,8,空平,B,4654.0000,4656.0000,40,35
DC,a2403,2024-01-29 10:07:27.660,4655.0000,188273,4,186200.0000,4,4,0,双开,S,4655.0000,4656.0000,4,34
DC,a2403,2024-01-29 10:07:29.267,4654.0000,188274,1,232740.0000,5,3,2,空开,S,4654.0000,4655.0000,40,6
DC,a2403,2024-01-29 10:07:36.766,4654.0000,188305,31,1768520.0000,38,34,4,多开,B,4653.0000,4654.0000,106,24
DC,a2403,2024-01-29 10:07:42.908,4653.0000,188305,0,93060.0000,2,1,1,多换,S,4653.0000,4654.0000,96,33
DC,a2403,2024-01-29 10:07:45.771,4654.0000,188306,1,46540.0000,1,1,0,双开,B,4653.0000,4654.0000,96,32
DC,a2403,2024-01-29 10:07:50.675,4653.0000,188305,-1,46530.0000,1,0,1,双平,S,4653.0000,4654.0000,83,32
DC,a2403,2024-01-29 10:07:54.355,4653.0000,188305,0,46530.0000,1,0,1,多换,S,4653.0000,4654.0000,80,46
DC,a2403,2024-01-29 10:07:56.172,4653.0000,188305,0,46530.0000,1,0,1,多换,S,4653.0000,4654.0000,89,46
DC,a2403,2024-01-29 10:07:56.974,4654.0000,188306,1,46540.0000,1,1,0,双开,B,4653.0000,4654.0000,88,45
DC,a2403,2024-01-29 10:07:58.311,4653.0000,188306,0,46530.0000,1,0,1,多换,S,4653.0000,4654.0000,87,44
DC,a2403,2024-01-29 10:07:58.411,4653.0000,188306,0,46530.0000,1,0,1,多换,S,4653.0000,4654.0000,86,43
DC,a2403,2024-01-29 10:08:09.160,4653.0000,188300,-6,465300.0000,10,2,8,多平,S,4653.0000,4654.0000,79,56
DC,a2403,2024-01-29 10:08:16.756,4654.0000,188301,1,46540.0000,1,1,0,双开,B,4653.0000,4654.0000,80,57
DC,a2403,2024-01-29 10:08:16.993,4653.0000,188302,1,46530.0000,1,1,0,双开,S,4653.0000,4654.0000,80,57
DC,a2403,2024-01-29 10:08:20.573,4653.0000,188303,1,46530.0000,1,1,0,双开,S,4653.0000,4654.0000,79,56
DC,a2403,2024-01-29 10:08:27.992,4653.0000,188304,1,46530.0000,1,1,0,双开,S,4653.0000,4654.0000,78,55
DC,a2403,2024-01-29 10:08:28.661,4653.0000,188305,1,46530.0000,1,1,0,双开,S,4653.0000,4654.0000,77,55
DC,a2403,2024-01-29 10:08:33.611,4653.0000,188306,1,93060.0000,2,1,1,空开,S,4653.0000,4654.0000,76,55
DC,a2403,2024-01-29 10:08:38.298,4653.0000,188307,1,46530.0000,1,1,0,双开,S,4653.0000,4654.0000,75,55
DC,a2403,2024-01-29 10:08:38.740,4654.0000,188311,4,232700.0000,5,4,1,多开,B,4653.0000,4654.0000,75,51
DC,a2403,2024-01-29 10:08:41.160,4654.0000,188321,10,465400.0000,10,10,0,双开,B,4653.0000,4654.0000,75,41
DC,a2403,2024-01-29 10:08:47.381,4653.0000,188322,1,139610.0000,3,2,1,空开,S,4653.0000,4654.0000,75,26
DC,a2403,2024-01-29 10:08:47.692,4654.0000,188324,2,93080.0000,2,2,0,双开,B,4653.0000,4654.0000,75,23
DC,a2403,2024-01-29 10:08:48.160,4654.0000,188326,2,93080.0000,2,2,0,双开,B,4653.0000,4654.0000,75,21
DC,a2403,2024-01-29 10:08:50.882,4654.0000,188336,10,465400.0000,10,10,0,双开,B,4653.0000,4654.0000,76,23
DC,a2403,2024-01-29 10:08:51.164,4654.0000,188340,4,186160.0000,4,4,0,双开,B,4653.0000,4654.0000,76,19
DC,a2403,2024-01-29 10:08:52.165,4654.0000,188341,1,46540.0000,1,1,0,双开,B,4653.0000,4654.0000,76,18
DC,a2403,2024-01-29 10:08:52.734,4654.0000,188343,2,93080.0000,2,2,0,双开,B,4653.0000,4654.0000,76,16
DC,a2403,2024-01-29 10:08:53.332,4654.0000,188337,-6,791180.0000,17,5,12,空平,B,4653.0000,4655.0000,76,15
DC,a2403,2024-01-29 10:08:53.690,4654.0000,188338,1,93080.0000,2,1,1,空开,S,4654.0000,4655.0000,8,21
DC,a2403,2024-01-29 10:08:56.379,4655.0000,188335,-3,139650.0000,3,0,3,双平,B,4654.0000,4655.0000,21,11
DC,a2403,2024-01-29 10:08:56.660,4655.0000,188335,0,46550.0000,1,0,1,空换,B,4654.0000,4656.0000,27,35
DC,a2403,2024-01-29 10:09:01.879,4655.0000,188343,8,1349950.0000,29,18,11,空开,S,4655.0000,4656.0000,71,35
DC,a2403,2024-01-29 10:09:10.168,4655.0000,188343,0,46550.0000,1,0,1,多换,S,4655.0000,4656.0000,75,40
DC,a2403,2024-01-29 10:09:11.186,4656.0000,188342,-1,46560.0000,1,0,1,双平,B,4655.0000,4656.0000,75,37
DC,a2403,2024-01-29 10:09:11.487,4655.0000,188343,1,93100.0000,2,1,1,空开,S,4655.0000,4656.0000,73,38
DC,a2403,2024-01-29 10:09:16.363,4655.0000,188343,0,1396500.0000,30,15,15,多换,S,4655.0000,4656.0000,43,38
DC,a2403,2024-01-29 10:09:16.694,4655.0000,188344,1,2001650.0000,43,22,21,多开,B,4654.0000,4655.0000,22,11
DC,a2403,2024-01-29 10:09:19.160,4655.0000,188344,0,46550.0000,1,0,1,空换,B,4654.0000,4655.0000,8,28
DC,a2403,2024-01-29 10:09:21.993,4654.0000,188346,2,139620.0000,3,2,1,空开,S,4654.0000,4655.0000,5,26
DC,a2403,2024-01-29 10:09:25.889,4654.0000,188347,1,46540.0000,1,1,0,双开,S,4654.0000,4655.0000,3,27
DC,a2403,2024-01-29 10:09:25.910,4654.0000,188347,0,46540.0000,1,0,1,多换,S,4654.0000,4655.0000,2,27
DC,a2403,2024-01-29 10:09:26.681,4655.0000,188347,0,139630.0000,3,1,2,空换,B,4653.0000,4655.0000,107,26
DC,a2403,2024-01-29 10:09:28.671,4653.0000,188348,1,46530.0000,1,1,0,双开,S,4653.0000,4654.0000,92,11
DC,a2403,2024-01-29 10:09:29.388,4654.0000,188350,2,558380.0000,12,7,5,多开,B,4653.0000,4654.0000,81,22
DC,a2403,2024-01-29 10:09:29.707,4653.0000,188350,0,46530.0000,1,0,1,多换,S,4653.0000,4654.0000,80,22
DC,a2403,2024-01-29 10:09:31.398,4654.0000,188352,2,93080.0000,2,2,0,双开,B,4653.0000,4654.0000,88,22
DC,a2403,2024-01-29 10:09:34.161,4654.0000,188355,3,139620.0000,3,3,0,双开,B,4653.0000,4654.0000,89,14
DC,a2403,2024-01-29 10:09:36.391,4654.0000,188357,2,93080.0000,2,2,0,双开,B,4653.0000,4654.0000,89,12
DC,a2403,2024-01-29 10:09:38.389,4654.0000,188359,2,93080.0000,2,2,0,双开,B,4653.0000,4654.0000,89,10
DC,a2403,2024-01-29 10:09:42.229,4655.0000,188354,-5,372400.0000,8,1,7,空平,B,4654.0000,4656.0000,27,35
DC,a2403,2024-01-29 10:10:03.704,4654.0000,188356,2,186160.0000,4,3,1,空开,S,4654.0000,4655.0000,20,26
DC,a2403,2024-01-29 10:10:04.163,4654.0000,188352,-4,232700.0000,5,0,5,空平,B,4653.0000,4654.0000,89,2
DC,a2403,2024-01-29 10:10:05.170,4654.0000,188354,2,139620.0000,3,2,1,多开,B,4653.0000,4654.0000,92,1
DC,a2403,2024-01-29 10:10:05.791,4654.0000,188356,2,139620.0000,3,2,1,多开,B,4653.0000,4654.0000,92,1
DC,a2403,2024-01-29 10:10:06.160,4654.0000,188356,0,46540.0000,1,0,1,空换,B,4653.0000,4655.0000,92,26
DC,a2403,2024-01-29 10:10:09.160,4654.0000,188353,-3,139620.0000,3,0,3,双平,B,4653.0000,4654.0000,92,7
DC,a2403,2024-01-29 10:10:12.629,4654.0000,188353,0,93080.0000,2,1,1,空换,B,4653.0000,4654.0000,75,7
DC,a2403,2024-01-29 10:10:13.734,4654.0000,188353,0,46540.0000,1,0,1,空换,B,4653.0000,4654.0000,79,6
DC,a2403,2024-01-29 10:10:14.606,4654.0000,188353,0,93080.0000,2,1,1,空换,B,4653.0000,4654.0000,79,4
DC,a2403,2024-01-29 10:10:17.160,4654.0000,188351,-2,186160.0000,4,1,3,空平,B,4653.0000,4655.0000,79,24
DC,a2403,2024-01-29 10:10:18.032,4654.0000,188352,1,46540.0000,1,1,0,双开,S,4654.0000,4655.0000,14,29
DC,a2403,2024-01-29 10:10:20.664,4654.0000,188352,0,46540.0000,1,0,1,多换,S,4654.0000,4655.0000,13,28
DC,a2403,2024-01-29 10:10:21.215,4654.0000,188350,-2,139620.0000,3,0,3,多平,S,4654.0000,4655.0000,10,28
DC,a2403,2024-01-29 10:10:21.660,4654.0000,188347,-3,186160.0000,4,0,4,多平,S,4654.0000,4655.0000,6,27
DC,a2403,2024-01-29 10:10:22.160,4654.0000,188344,-3,279240.0000,6,1,5,空平,B,4653.0000,4655.0000,88,28
DC,a2403,2024-01-29 10:10:22.602,4653.0000,188345,1,46530.0000,1,1,0,双开,S,4653.0000,4655.0000,76,28
DC,a2403,2024-01-29 10:10:28.660,4654.0000,188343,-2,93080.0000,2,0,2,双平,B,4653.0000,4654.0000,76,6
DC,a2403,2024-01-29 10:10:30.324,4654.0000,188342,-1,46540.0000,1,0,1,双平,B,4653.0000,4654.0000,76,8
DC,a2403,2024-01-29 10:10:30.861,4654.0000,188346,4,372320.0000,8,6,2,空开,S,4654.0000,4655.0000,72,27
DC,a2403,2024-01-29 10:10:31.160,4655.0000,188350,4,279300.0000,6,5,1,多开,B,4654.0000,4655.0000,73,3
DC,a2403,2024-01-29 10:10:36.160,4654.0000,188352,2,93080.0000,2,2,0,双开,S,4654.0000,4655.0000,72,11
DC,a2403,2024-01-29 10:10:48.430,4654.0000,188352,0,46540.0000,1,0,1,多换,S,4654.0000,4655.0000,71,11
DC,a2403,2024-01-29 10:10:49.160,4654.0000,188353,1,511940.0000,11,6,5,空开,S,4654.0000,4655.0000,60,18
DC,a2403,2024-01-29 10:10:49.660,4654.0000,188371,18,837720.0000,18,18,0,双开,S,4654.0000,4655.0000,42,21
DC,a2403,2024-01-29 10:10:59.511,4655.0000,188370,-1,46550.0000,1,0,1,双平,B,4654.0000,4655.0000,43,23
DC,a2403,2024-01-29 10:11:00.660,4655.0000,188369,-1,46550.0000,1,0,1,双平,B,4654.0000,4655.0000,44,30
DC,a2403,2024-01-29 10:11:01.710,4654.0000,188370,1,46540.0000,1,1,0,双开,S,4654.0000,4655.0000,47,34
DC,a2403,2024-01-29 10:11:02.872,4654.0000,188379,9,418860.0000,9,9,0,双开,S,4654.0000,4655.0000,38,34
DC,a2403,2024-01-29 10:11:03.229,4654.0000,188398,19,1768520.0000,38,28,10,多开,B,4653.0000,4654.0000,82,19
DC,a2403,2024-01-29 10:11:07.670,4654.0000,188399,1,46540.0000,1,1,0,双开,B,4653.0000,4654.0000,72,26
DC,a2403,2024-01-29 10:11:09.678,4653.0000,188418,19,1814680.0000,39,29,10,空开,S,4653.0000,4654.0000,34,35
DC,a2403,2024-01-29 10:11:10.197,4653.0000,188424,6,1582020.0000,34,20,14,多开,B,4652.0000,4653.0000,32,15
DC,a2403,2024-01-29 10:11:14.771,4652.0000,188425,1,93040.0000,2,1,1,空开,S,4652.0000,4653.0000,21,33
DC,a2403,2024-01-29 10:11:15.295,4652.0000,188425,0,93040.0000,2,1,1,多换,S,4652.0000,4653.0000,19,32
DC,a2403,2024-01-29 10:11:17.161,4652.0000,188425,0,46520.0000,1,0,1,多换,S,4652.0000,4653.0000,7,43
DC,a2403,2024-01-29 10:11:17.708,4652.0000,188425,0,46520.0000,1,0,1,多换,S,4652.0000,4653.0000,6,49
DC,a2403,2024-01-29 10:11:18.161,4652.0000,188424,-1,139560.0000,3,1,2,多平,S,4652.0000,4653.0000,3,49
DC,a2403,2024-01-29 10:11:18.660,4652.0000,188423,-1,139560.0000,3,1,2,空平,B,4651.0000,4653.0000,49,49
DC,a2403,2024-01-29 10:11:20.742,4652.0000,188427,4,232600.0000,5,4,1,多开,B,4651.0000,4652.0000,36,6
DC,a2403,2024-01-29 10:11:23.701,4652.0000,188429,2,93040.0000,2,2,0,双开,B,4651.0000,4652.0000,36,4
DC,a2403,2024-01-29 10:11:24.002,4651.0000,188432,3,139530.0000,3,3,0,双开,S,4651.0000,4652.0000,33,4
DC,a2403,2024-01-29 10:11:24.855,4651.0000,188436,4,837180.0000,18,11,7,空开,S,4651.0000,4652.0000,12,44
DC,a2403,2024-01-29 10:11:25.164,4651.0000,188440,4,279060.0000,6,5,1,空开,S,4651.0000,4652.0000,7,46
DC,a2403,2024-01-29 10:11:26.407,4652.0000,188460,20,1162800.0000,25,22,3,多开,B,4650.0000,4652.0000,141,41
DC,a2403,2024-01-29 10:11:26.660,4650.0000,188465,5,232500.0000,5,5,0,双开,S,4651.0000,4652.0000,6,41
DC,a2403,2024-01-29 10:11:27.660,4651.0000,188466,1,46510.0000,1,1,0,双开,S,4651.0000,4652.0000,4,41
DC,a2403,2024-01-29 10:11:29.160,4652.0000,188466,0,558140.0000,12,6,6,空换,B,4651.0000,4652.0000,8,38
DC,a2403,2024-01-29 10:11:29.660,4651.0000,188474,8,372080.0000,8,8,0,双开,B,4650.0000,4651.0000,130,12
DC,a2403,2024-01-29 10:11:30.261,4650.0000,188475,1,46500.0000,1,1,0,双开,S,4650.0000,4651.0000,129,12
DC,a2403,2024-01-29 10:11:30.854,4650.0000,188476,1,139500.0000,3,2,1,空开,S,4650.0000,4651.0000,126,12
DC,a2403,2024-01-29 10:11:31.236,4650.0000,188476,0,93000.0000,2,1,1,多换,S,4650.0000,4651.0000,134,12
DC,a2403,2024-01-29 10:11:31.856,4650.0000,188481,5,279020.0000,6,5,1,空开,S,4650.0000,4651.0000,130,10
DC,a2403,2024-01-29 10:11:33.960,4650.0000,188481,0,46500.0000,1,0,1,多换,S,4650.0000,4651.0000,141,11
DC,a2403,2024-01-29 10:11:34.760,4650.0000,188485,4,279000.0000,6,5,1,空开,S,4650.0000,4651.0000,136,11
DC,a2403,2024-01-29 10:11:36.217,4651.0000,188493,8,372070.0000,8,8,0,双开,B,4650.0000,4651.0000,135,4
DC,a2403,2024-01-29 10:11:38.660,4651.0000,188496,3,186040.0000,4,3,1,空开,S,4651.0000,4652.0000,24,40
DC,a2403,2024-01-29 10:11:39.660,4652.0000,188496,0,279120.0000,6,3,3,空换,B,4651.0000,4652.0000,24,33
DC,a2403,2024-01-29 10:11:52.572,4651.0000,188498,2,93020.0000,2,2,0,双开,S,4651.0000,4652.0000,56,25
DC,a2403,2024-01-29 10:11:54.699,4651.0000,188503,5,232550.0000,5,5,0,双开,S,4651.0000,4652.0000,52,25
DC,a2403,2024-01-29 10:11:56.682,4651.0000,188503,0,93020.0000,2,1,1,多换,S,4651.0000,4652.0000,31,25
DC,a2403,2024-01-29 10:11:58.212,4652.0000,188505,2,232600.0000,5,3,2,多开,B,4651.0000,4652.0000,43,20
DC,a2403,2024-01-29 10:12:02.278,4652.0000,188506,1,93030.0000,2,1,1,多开,B,4651.0000,4652.0000,40,32
DC,a2403,2024-01-29 10:12:02.826,4651.0000,188507,1,46510.0000,1,1,0,双开,S,4651.0000,4652.0000,42,33
DC,a2403,2024-01-29 10:12:05.736,4651.0000,188507,0,46510.0000,1,0,1,多换,S,4651.0000,4652.0000,26,35
DC,a2403,2024-01-29 10:12:06.204,4651.0000,188507,0,46510.0000,1,0,1,多换,S,4651.0000,4652.0000,25,31
DC,a2403,2024-01-29 10:12:06.661,4651.0000,188507,0,46510.0000,1,0,1,多换,S,4651.0000,4652.0000,24,32
DC,a2403,2024-01-29 10:12:07.164,4651.0000,188506,-1,325570.0000,7,3,4,多平,S,4651.0000,4652.0000,17,42
DC,a2403,2024-01-29 10:12:07.880,4651.0000,188494,-12,1162750.0000,25,6,19,空平,B,4650.0000,4651.0000,124,9
DC,a2403,2024-01-29 10:12:09.720,4651.0000,188494,0,232550.0000,5,2,3,空换,B,4650.0000,4651.0000,116,27
DC,a2403,2024-01-29 10:12:10.565,4650.0000,188495,1,46500.0000,1,1,0,双开,S,4650.0000,4651.0000,115,27
DC,a2403,2024-01-29 10:12:11.376,4650.0000,188495,0,46500.0000,1,0,1,多换,S,4650.0000,4651.0000,114,28
DC,a2403,2024-01-29 10:12:11.533,4650.0000,188496,1,46500.0000,1,1,0,双开,S,4650.0000,4651.0000,113,28
DC,a2403,2024-01-29 10:12:14.595,4651.0000,188497,1,46510.0000,1,1,0,双开,B,4650.0000,4651.0000,113,25
DC,a2403,2024-01-29 10:12:19.758,4650.0000,188497,0,46500.0000,1,0,1,多换,S,4650.0000,4651.0000,113,27
DC,a2403,2024-01-29 10:12:24.380,4651.0000,188498,1,279010.0000,6,3,3,多开,B,4650.0000,4651.0000,109,26
DC,a2403,2024-01-29 10:12:24.486,4650.0000,188500,2,93000.0000,2,2,0,双开,S,4650.0000,4651.0000,107,26
DC,a2403,2024-01-29 10:12:25.606,4650.0000,188500,0,46500.0000,1,0,1,多换,S,4650.0000,4651.0000,106,26
DC,a2403,2024-01-29 10:12:27.877,4650.0000,188530,30,1395000.0000,30,30,0,双开,S,4650.0000,4651.0000,76,26
DC,a2403,2024-01-29 10:12:28.160,4650.0000,188531,1,46500.0000,1,1,0,双开,S,4650.0000,4651.0000,67,55
DC,a2403,2024-01-29 10:12:29.332,4650.0000,188536,5,232500.0000,5,5,0,双开,S,4650.0000,4651.0000,62,54
DC,a2403,2024-01-29 10:12:29.553,4650.0000,188537,1,46500.0000,1,1,0,双开,S,4650.0000,4651.0000,61,54
DC,a2403,2024-01-29 10:12:31.160,4650.0000,188536,-1,325500.0000,7,3,4,多平,S,4650.0000,4651.0000,58,54
DC,a2403,2024-01-29 10:12:33.376,4650.0000,188538,2,139500.0000,3,2,1,空开,S,4650.0000,4651.0000,56,56
DC,a2403,2024-01-29 10:12:36.380,4650.0000,188541,3,883500.0000,19,11,8,空开,S,4650.0000,4651.0000,37,51
DC,a2403,2024-01-29 10:12:36.873,4650.0000,188528,-13,2976000.0000,64,25,39,空平,B,4649.0000,4650.0000,20,16
DC,a2403,2024-01-29 10:12:37.329,4650.0000,188530,2,465000.0000,10,6,4,多开,B,4649.0000,4650.0000,29,24
DC,a2403,2024-01-29 10:12:38.672,4649.0000,188531,1,46490.0000,1,1,0,双开,S,4649.0000,4650.0000,29,10
DC,a2403,2024-01-29 10:12:39.350,4650.0000,188533,2,93000.0000,2,2,0,双开,B,4649.0000,4650.0000,27,8
DC,a2403,2024-01-29 10:12:41.406,4650.0000,188538,5,232500.0000,5,5,0,双开,S,4650.0000,4651.0000,2,48
DC,a2403,2024-01-29 10:12:44.160,4649.0000,188560,22,1859860.0000,40,31,9,空开,S,4649.0000,4650.0000,26,3
DC,a2403,2024-01-29 10:12:48.668,4651.0000,188561,1,46510.0000,1,1,0,双开,B,4649.0000,4650.0000,37,1
DC,a2403,2024-01-29 10:12:57.098,4650.0000,188562,1,232500.0000,5,3,2,多开,B,4649.0000,4650.0000,18,6
DC,a2403,2024-01-29 10:12:57.660,4650.0000,188563,1,46500.0000,1,1,0,双开,B,4649.0000,4650.0000,22,2
